map,x,y,z
Outpost,-1081,-586,1938
Outpost,3687,1802,776
Outpost,3689,1734,775
Outpost,-501,35,1797
Outpost,-1870,802,1374
Outpost,3725,-1400,507
Outpost,-76,614,144
Outpost,3359,-606,2093
Outpost,264,288,1917
Outpost,3533,-275,1709
Outpost,1002,1050,2417
Outpost,3896,-1695,5833
Outpost,-1444,-1180,746
Outpost,292,-547,1461
Outpost,-1054,-984,807
Outpost,-1098,-1947,1178
Outpost,-582,1304,792
Outpost,12948,1014,951
Outpost,845,-482,1149
Outpost,224,-1576,833
Outpost,222,-480,1574
Outpost,-723,-915,996
Outpost,-624,-1009,1877
Outpost,1029,-579,1824
Outpost,-751,-365,1543
Outpost,-624,786,1188
Outpost,-1529,-2233,1572
Outpost,1944,-1288,1639
Outpost,2030,-649,1756
Outpost,-1671,-911,1872
Outpost,320,-990,1659
Outpost,2098,-528,1875
Outpost,-2206,326,1257
Outpost,-541,-1185,1594
Outpost,-333,-130,1630
Outpost,246,-1372,888
Outpost,2557,-2651,522
Outpost,-1415,-1173,1614
Outpost,51,-1127,1464
Outpost,667,-2495,1397
Outpost,154,-1638,1020
Outpost,-941,-3216,1698
Outpost,-1404,931,874
Outpost,1028,-1213,4154
Outpost,-262,-935,2436
Outpost,-367,-374,1608
Outpost,-630,-499,1884
Outpost,288,438,-222
Outpost,-650,584,-399
Outpost,-545,-1079,1952
Outpost,262,-668,1843
Outpost,2192,-4146,1813
Outpost,3349,-1823,224
Outpost,1239,-2541,1926
Outpost,-914,-3636,1090
Outpost,1651,-3585,-53
Outpost,2180,-2537,581
Prison,-549,3221,738
Prison,-4075,-205,228
Prison,1402,3002,893
Prison,-6300,800,250
Prison,1646,989,288
Prison,1437,3059,870
Prison,-4235,245,346
Prison,117,763,553
Prison,1696,1771,300
Prison,-3825,-444,220
Prison,-3865,-185,270
Prison,-5802,540,212
Prison,1518,3155,802
Prison,-1413,252,530
Prison,-3118,717,236
Prison,-1355,143,587
Prison,-2995,28,379
Prison,2914,131,450
Prison,-4134,108,239
Prison,-1774,-556,215
Prison,-1612,-927,245
Prison,614,-625,486
Prison,2211,3219,828
Prison,-1483,-914,133
Prison,-632,712,581
Prison,-2290,2352,286
Prison,-3079,2137,348
Prison,-2300,2331,444
Prison,-2171,-986,126
Prison,1798,1772,175
Prison,-4145,-272,240
Prison,-1653,1658,379
Prison,-248,2426,599
Prison,-1229,-1560,125
Prison,-1550,1324,355
Prison,-145,658,966
Prison,-149,37,286
Prison,-761,1267,134
Prison,207,532,649
Prison,675,587,280
Prison,-545,1121,307
Prison,1027,1508,516
Prison,763,545,237
Prison,851,882,135
Prison,571,950,350
Prison,-2211,2217,227
Prison,1321,2488,726
Prison,283,1449,326
Prison,-695,1393,406
Prison,799,2563,317
Prison,-3900,-249,475
Prison,-3766,1556,128
Prison,2229,3533,975
Prison,1202,468,473
Prison,2318,1367,176
Prison,1032,1123,411
Prison,-983,1118,239
Prison,-150,1073,413
Prison,420,198,424
Prison,-575,187,666
Prison,29,226,522
Prison,116,952,543
Prison,532,1082,347
Prison,-812,706,699
Prison,-774,651,684
Prison,-1339,1205,636
Prison,1632,-287,299
Prison,-1040,652,180
Prison,-460,1684,616
Prison,-2360,2169,386
Prison,-1780,1601,273
Prison,-2136,2340,202
Prison,-2905,2396,293
Prison,1204,-256,805
Prison,1446,149,805
Prison,624,-272,732
Prison,924,2806,335
Prison,3091,1392,148
Prison,468,2864,845
Prison,1719,1645,548
Prison,1322,2240,459
Prison,1242,1235,515
Prison,1645,2509,558
Prison,2634,681,211
Prison,2567,104,247
Prison,2302,3305,957
Prison,-1557,110,971
Prison,2779,307,345
Prison,2833,927,293
Prison,2062,1235,457
Prison,2712,1205,516
Prison,-2388,-1661,841
Prison,2547,1451,390
Prison,2565,1523,508
Outpost,-2178,-1631,485
Outpost,3265,-198,2497
Outpost,1304,-916,1893
Outpost,2283,-918,1547
Outpost,1404,-1237,1840
Outpost,2706,-513,2065
Outpost,2396,-775,807
Outpost,2191,-1853,486
Outpost,-45,-2189,983
Outpost,-3003,-1751,3160
Outpost,-27,602,1499
Outpost,596,236,1406
Outpost,1017,-365,1529
Outpost,-577,-708,1548
Outpost,2148,1072,1123
Outpost,-1911,-2000,925
Outpost,-327,-2757,231
Outpost,2860,-1111,2711
Outpost,2322,-1479,2948
Outpost,2303,-740,2410
Outpost,4993,1414,1032
Outpost,-53,-1004,1143
Outpost,-10,-722,1008
Outpost,-5,-326,969
Outpost,960,-444,563
Outpost,560,-151,593
Outpost,-994,226,2054
Outpost,266,-962,1557
Outpost,-53,-186,1769
Outpost,5725,367,1196
Outpost,1695,9,1721
Outpost,1672,466,2519
Outpost,1334,-4098,1601
Outpost,1594,-264,2249
Outpost,1660,504,2440
Outpost,2441,-2981,1862
Outpost,2269,-564,1327
Outpost,4759,-3597,1722
Outpost,-2880,-2225,989
Outpost,-796,-1376,1931
Outpost,1366,-2933,-24
Outpost,-2780,-250,532
Outpost,-77,-2142,941
Outpost,1149,1831,586
Outpost,294,1280,457
Outpost,295,184,685
Outpost,3138,-207,787
Outpost,563,1051,-104
Outpost,2349,793,-153
Outpost,2754,1916,1079
Outpost,3809,1480,-210
Outpost,3178,1752,411
Outpost,3133,85,-209
Outpost,-112,-389,1199
Outpost,338,646,1016
Outpost,-1375,2851,2354
Outpost,736,1006,835
Outpost,-171,649,954
Outpost,692,95,926
Outpost,649,755,984
Outpost,321,562,1292
Outpost,300,1162,1117
Outpost,949,38,961
Outpost,794,-587,967
Outpost,1190,-2156,693
Outpost,1032,-621,782
Outpost,970,-2692,888
Outpost,771,-498,822
Outpost,3120,-140,1313
Outpost,959,-114,1213
Outpost,2053,-2356,1545
Outpost,-947,-1178,455
Outpost,-1437,-607,1154
Outpost,2462,-1315,1430
Outpost,-1718,905,879
Outpost,-1290,23,581
Outpost,1944,538,912
Outpost,915,325,397
Outpost,2249,1089,1063
Outpost,-325,-1687,119
Outpost,947,-1009,847
Outpost,536,-385,1527
Outpost,-1489,-1277,2185
Outpost,-1586,-30,1966
Outpost,1518,-747,1307
Outpost,334,-1159,1428
Outpost,67,-954,1252
Outpost,116,-1210,1221
Outpost,307,-1274,487
Outpost,329,596,899
Outpost,413,207,1051
Outpost,463,746,870
Outpost,822,696,867
Outpost,2162,519,795
Outpost,1008,127,630
Outpost,1671,-908,151
Outpost,706,-726,787
Outpost,-397,-556,1403
Prison,-678,3195,798
Prison,-3920,-132,314
Prison,-389,3125,815
Prison,-4381,822,216
Prison,994,1375,207
Prison,432,1433,160
Prison,-156,1522,126
Prison,-854,1392,548
Prison,-1810,-66,545
Prison,-515,-11,560
Prison,-2996,-967,323
Prison,-432,254,619
Prison,-656,-125,777
Prison,-2053,-783,551
Prison,-1146,1342,393
Prison,514,-1026,113
Prison,-1694,-1145,258
Prison,-1536,-1295,159
Prison,-1141,1372,189
Prison,-174,2597,288
Prison,-593,2036,207
Prison,2566,2461,264
Prison,-2281,-1315,479
Prison,2486,2217,462
Prison,-4092,-133,191
Prison,-678,3195,798
Prison,-2038,3029,224
Prison,-25,3051,793
Prison,1839,1385,373
Prison,-3117,2068,258
Prison,2557,486,129
Prison,2346,1492,199
Prison,3265,2117,217
Prison,-2339,-1476,504
Prison,-957,-1439,364
Prison,-1932,-1137,172
Prison,-956,8,385
Prison,-1743,1767,126
Prison,-2678,-374,765
Prison,-2360,-358,685
Prison,1688,1433,177
Prison,-4725,1153,423
Prison,-2754,-1694,106
Prison,-2290,-1058,353
Prison,-2454,-1828,580
Prison,-1876,-1335,654
Prison,-2122,-1449,718
Prison,-1081,615,170
Prison,-152,1010,464
Prison,-618,1385,418
Prison,1644,114,532
Prison,-1691,3351,407
Prison,2635,1273,295
Prison,-1967,2316,338
Prison,-2855,2427,245
Prison,189,2907,664
Prison,-3616,2146,341
Prison,-3256,-1315,570
Prison,-1261,-146,227
Prison,-1642,-430,140
Prison,-3813,-590,238
Prison,2473,328,248
Prison,1426,-127,216
Prison,2707,1468,165
Prison,-1447,1351,205
Prison,2068,3215,930
Prison,167,-1364,406
Prison,1482,1770,357
Prison,-4627,462,108
Prison,452,-580,280
Prison,2605,1485,134
Prison,207,-826,506
Prison,2830,315,270
Prison,3367,15,133
Prison,2756,276,370
Prison,2288,173,329
Prison,2984,-224,459
Prison,2630,-667,521
Prison,2780,97,245
Prison,-3667,-938,467
Prison,572,-26,317
Prison,568,-806,190
Prison,-483,-1243,361
Prison,-1322,-1892,1013
Prison,-292,-1770,1020
Prison,-1675,1541,811
Prison,-765,1028,229
Prison,121,1371,244
Prison,374,-1312,915
Prison,614,-692,724
Prison,528,770,230
Prison,135,937,164
Prison,-666,649,621
Prison,1568,3210,875
Prison,-4539,1268,389
Prison,-2425,1950,296
Prison,-2067,2069,411
Prison,2373,1328,269
Prison,1171,679,359
Prison,-1582,1068,432
Prison,-1937,3117,277
Prison,-627,-171,612
Prison,-1152,308,616
Prison,-1716,1016,523
Prison,-1581,1258,521
Prison,-1183,444,319
Prison,-1391,-354,674
Prison,-2384,-471,652
Prison,-2638,-1677,150
Prison,-3293,-1376,-186
Prison,-1618,-1915,704
Prison,1843,1676,437
Prison,2826,1710,184
Prison,2505,1382,371
Prison,2230,3419,960
Prison,-389,-1254,396
Prison,-3496,-923,149
Prison,-4139,-6,133
Prison,753,296,455
Prison,-774,-196,241
Prison,664,583,204
Prison,835,941,276
Prison,2774,6,383
Prison,3304,1003,433
Prison,-1638,1461,571
Prison,-2280,2353,543
Prison,-2199,1115,311
Prison,-1582,725,579
Prison,32,506,512
Prison,-532,2363,389
Prison,182,897,551
Prison,-100,580,397
Prison,-408,93,344
Prison,-297,-1538,857
Outpost,2437,-374,2460
Outpost,713,-2336,1434
Outpost,1321,-291,1756
Outpost,-1879,-676,1909
Outpost,-1471,-2533,2205
Outpost,1048,-354,1780
Outpost,1845,-1362,1881
Outpost,931,984,2318
Outpost,2771,608,2257
Outpost,2007,594,1369
Outpost,-1404,-51,1481
Outpost,-1350,370,1413
Outpost,291,250,1009
Outpost,1002,-396,1932
Outpost,674,526,1151
Outpost,582,776,977
Outpost,-734,455,2207
Outpost,2000,-201,797
Outpost,-595,376,585
Outpost,537,-3085,157
Outpost,2335,1740,3026
Outpost,1460,-1066,1229
Outpost,1905,-1417,1598
Outpost,-2290,-1349,1832
Outpost,-1812,-2387,1760
Outpost,-1416,-582,127
Outpost,1325,-331,1942
Outpost,1486,-419,1765
Outpost,3109,-705,1579
Outpost,620,147,1647
Outpost,-3251,-70,2776
Outpost,-1500,155,2023
Outpost,-1288,-329,1994
Outpost,-3620,1093,1003
Outpost,-2046,-1194,1928
Outpost,-2074,-1848,2668
Outpost,-3056,-2187,1914
Outpost,-4324,468,3065
Outpost,2247,-1803,1849
Outpost,-215,-449,2469
Outpost,594,587,1163
Outpost,1168,-1846,1887
Outpost,3296,-832,789
Outpost,-3665,-605,502
Outpost,3725,-1302,507
Outpost,-1551,-1010,1965
Outpost,897,-2127,3160
Outpost,1202,-2888,753
Outpost,-399,-1166,1708
Outpost,-3665,-1375,502
Outpost,2665,201,1712
Outpost,632,-1152,2058
Outpost,1654,2683,1464
Outpost,2786,-1496,2161
Outpost,603,-598,2707
Outpost,-270,-2288,1489
Outpost,83,-2585,1726
Outpost,-748,-89,1248
Outpost,-865,-1010,2436
Outpost,19,-953,1249
Outpost,2638,-2568,1844
Outpost,259,-2106,944
Outpost,-2253,-1028,1863
Outpost,2424,-1440,1335
Outpost,3175,712,1319
Outpost,344,-308,1693
Outpost,2763,-926,1061
Outpost,-1802,-618,2005
Outpost,-1647,-577,2098
Outpost,-162,-626,953
Outpost,-1177,-3307,1146
Outpost,884,-2342,1647
Outpost,-2659,-2614,2102
Outpost,1125,736,1026
Outpost,-63,-435,1009
Outpost,196,160,1069
Outpost,-1193,-249,1367
Outpost,-1902,572,2005
Outpost,1138,-812,1688
Outpost,-1038,-2312,3030
Outpost,2558,-479,679
Outpost,1025,-742,1355
Outpost,1218,-719,1417
Outpost,364,-58,867
Outpost,1574,-1144,1909
Outpost,411,-406,1572
Outpost,82,-274,1151
Outpost,478,313,766
Outpost,381,-451,691
Outpost,-612,367,1855
Outpost,-1651,-1508,1893
Outpost,-2831,-753,1430
Outpost,-3461,-1281,1453
Outpost,-305,-2650,392
Outpost,146,-2274,365
Outpost,299,-2406,364
Outpost,1045,-1831,2048
Outpost,1090,-3449,305
Outpost,-1742,1169,1280
Outpost,511,-5067,465
Outpost,-1078,-828,452
Outpost,-2041,-2895,727
Outpost,330,-917,3315
Outpost,377,-2137,1718
Outpost,434,-1501,1836
Outpost,-203,-1877,1452
Outpost,466,-1477,1112
Outpost,-792,-624,1133
Outpost,-1711,655,1019
Outpost,-1270,-21,1433
Outpost,-399,796,525
Outpost,-1357,-1408,894
Outpost,-1117,1069,1016
Outpost,-3738,-1097,2902
Outpost,395,-1211,1668
Outpost,1595,-1955,602
Outpost,514,-940,1265
Outpost,-620,-381,1582
Outpost,-1414,-880,1979
Outpost,-1237,171,1223
Outpost,3267,-2076,576
Outpost,-989,123,2081
Outpost,507,-36,1452
Outpost,-638,957,1952
Outpost,752,-80,891
Outpost,-2581,-849,1727
Outpost,1035,-1739,192
Outpost,-797,-2056,1595
Outpost,-2403,-2926,1734
Outpost,-2984,-2650,1978
Outpost,-1360,-1442,1830
Outpost,-837,-2576,1041
Outpost,1369,-1745,2039
Outpost,2281,-2567,1515
Outpost,2105,-2202,1634
Outpost,-679,-426,1481
Outpost,1074,-2420,2195
Outpost,2174,-2277,1179
Outpost,2823,-1548,627
Outpost,3359,-1153,328
Outpost,-2360,2,629
Outpost,1996,597,778
Outpost,2683,549,872
Outpost,2825,-82,1100
Outpost,1458,1210,1821
Outpost,2301,-110,942
Outpost,1945,-211,807
Outpost,1841,531,1369
Outpost,1309,1036,531
Outpost,1206,774,776
Outpost,3725,-1519,507
Outpost,2152,-1701,2866
Outpost,664,-996,921
Outpost,-201,-2722,950
Outpost,-233,-1352,1286
Outpost,2544,-708,794
Outpost,1405,-587,1778
Outpost,208,-3841,1947
Outpost,-368,-1536,1095
Outpost,1440,-265,809
Outpost,-2388,-965,2026
Outpost,1498,160,1326
Outpost,-3034,931,345
Outpost,1149,-591,990
Outpost,-17,1569,498
Outpost,1250,-1038,1370
Outpost,-913,721,3662
Outpost,-703,-1372,1475
Outpost,-180,-1219,2271
Outpost,-541,-4325,1205
Outpost,-61,-4598,1022
Outpost,2613,-471,1978
Outpost,1271,-1895,1091
Outpost,776,-1384,1320
Outpost,488,-1887,908
Outpost,2185,-1376,1849
Outpost,1955,-783,1825
Outpost,-22,-324,768
Outpost,-2480,-32173,-1029
Outpost,251,-1196,1234
Outpost,-727,-1602,1084
Outpost,-3665,-1169,502
Outpost,2179,-2762,2011
Outpost,1511,-2921,909
Outpost,910,-2479,1165
Outpost,355,-3047,1369
Outpost,1580,-2305,1810
Outpost,2444,925,690
Outpost,2115,-2091,1332
Outpost,-1727,357,1025
Outpost,-1443,-621,3095
Outpost,-182,-1158,982
Outpost,-1302,436,1825
Outpost,1280,-2969,1752
Outpost,3725,-1193,507
Outpost,3916,-644,475
Outpost,2839,-1927,579
Outpost,1391,-2361,546
Outpost,-3493,-1054,1826
Outpost,-2435,-156,515
Outpost,1017,188,1542
Outpost,-3838,228,1233
Outpost,-3405,2023,322
Observatory,5210,-1436,-409
Observatory,-2890,-1120,-314
Observatory,-2839,481,135
Observatory,-4124,575,180
Observatory,-1166,459,222
Observatory,-3264,-965,108
Observatory,-2821,480,410
Observatory,-2917,-836,84
Observatory,-2860,-828,47
Observatory,-2673,-243,210
Observatory,-1669,185,189
Observatory,2941,1628,-51
Observatory,-3142,-788,-309
Observatory,-3006,-1599,-393
Observatory,-3145,-860,242
Observatory,1323,173,353
Observatory,2405,-3283,-457
Observatory,-762,1471,457
Observatory,-1526,1868,401
Observatory,-2161,2043,435
Observatory,-30,2054,289
Observatory,1690,2303,248
Observatory,3647,1969,-30
Observatory,1844,2412,105
Observatory,-956,-2084,-275
Observatory,126,3550,661
Observatory,-1073,-2509,-137
Observatory,-754,-2629,-314
Observatory,-1170,2302,384
Observatory,-2843,-2913,-422
Observatory,-4266,-2413,-237
Observatory,-4625,-2439,-131
Observatory,-2117,-2205,217
Observatory,-1054,-1536,237
Observatory,-4389,-2276,-137
Observatory,-2323,-1801,-259
Observatory,-5136,-1725,-436
Observatory,-5030,-1479,-367
Observatory,-2535,-1644,-370
Observatory,-4195,-2882,-411
Observatory,-4658,-3018,-28
Observatory,-4204,-2659,-275
Observatory,-3940,-2919,-407
Observatory,-2111,-2667,-97
Observatory,-1977,-2100,-20
Observatory,-1288,2141,127
Observatory,-1796,-1319,468
Observatory,-1763,-1537,-84
Observatory,-876,-780,232
Observatory,-193,-1742,20
Observatory,-1532,-1713,36
Observatory,-648,-495,320
Observatory,-1218,-1238,-288
Observatory,-1263,-1501,-241
Observatory,-1935,2218,232
Observatory,-412,434,454
Observatory,-1821,-1240,-139
Observatory,-1656,294,470
Observatory,-1421,225,695
Observatory,-1069,-220,584
Observatory,-256,743,-328
Observatory,-156,2543,349
Observatory,-5146,-2738,-287
Observatory,-3933,-2405,-220
Observatory,-871,2962,86
Observatory,-1300,-1441,-325
Observatory,-3178,-926,-213
Observatory,170,3062,249
Observatory,-1319,2850,290
Observatory,-543,2865,283
Observatory,299,2826,251
Observatory,-282,1900,175
Observatory,1455,2632,139
Observatory,430,3255,846
Observatory,424,2827,513
Observatory,-390,1330,308
Observatory,-141,1673,511
Observatory,503,2414,149
Observatory,-3468,-1473,125
Observatory,652,2541,211
Observatory,1560,-1405,607
Observatory,-67,2412,512
Observatory,-2355,-1997,-38
Observatory,-685,1908,523
Observatory,-278,2970,171
Observatory,-353,3436,154
Observatory,826,2377,143
Observatory,-522,3281,714
Observatory,-507,3280,578
Observatory,-858,1607,300
Observatory,-275,1282,700
Observatory,-17,1723,483
Observatory,-373,1703,991
Observatory,-176,1741,734
Observatory,8,1404,379
Observatory,-1359,1726,438
Outpost,4288,-742,646
Outpost,4816,-831,592
Outpost,-169,222,1593
Outpost,-1107,-1647,762
Outpost,1018,-505,2291
Outpost,-220,-723,898
Outpost,-879,-2724,30
Outpost,-5623,-8007,2967
Outpost,-1670,-1116,1280
Outpost,-2015,-2064,785
Outpost,-216,-280,830
Outpost,-1772,-1782,806
Outpost,-125,-554,1494
Outpost,2285,-872,554
Outpost,861,-66,-2274
Outpost,1000,-1572,265
Outpost,2525,329,2998
Outpost,2211,-3118,3404
Outpost,168,-2070,426
Outpost,1130,-218,1134
Outpost,-6049,-777,2592
Outpost,-1852,138,2225
Outpost,4231,-646,1295
Outpost,2647,-1389,2119
Outpost,1024,738,2354
Outpost,489,-2334,3077
Outpost,1251,-844,2105
Outpost,-3276,-2650,2110
Outpost,-3034,-1170,1926
Outpost,-3397,-1514,200
Outpost,-913,-1027,1662
Outpost,1154,503,683
Outpost,-2357,343,1306
Outpost,-2326,24,2101
Outpost,-2876,-1228,2573
Outpost,-266,527,1081
Outpost,-854,-566,2164
Outpost,-3206,-976,692
Outpost,3062,87,938
Outpost,1520,-249,1697
Outpost,-3,-1196,932
Outpost,518,-2458,1121
Stadium,3557,1929,3313
Stadium,3734,1549,3128
Stadium,3712,3469,1152
Stadium,2811,4703,-730
Stadium,6408,4212,394
Stadium,6668,233,974
Stadium,2710,1974,1195
Stadium,5267,-481,1343
Stadium,4439,-534,531
Stadium,4452,3027,-227
Stadium,3380,-1046,299
Stadium,6334,2900,87
Stadium,4569,905,-469
Stadium,3971,152,-9
Stadium,2697,1584,1403
Stadium,2859,2027,2362
Stadium,1995,1661,2777
Stadium,2084,1986,3024
Stadium,3659,2223,3150
Stadium,4853,2048,1251
Stadium,6192,1868,1573
Stadium,5667,1083,2985
Stadium,3768,1469,3076
Stadium,3696,2697,3946
Stadium,3636,2493,3664
Stadium,3882,816,1429
Stadium,3349,2322,1916
Stadium,3451,1544,1074
Stadium,3165,1906,-2056
Stadium,2589,1537,-1002
Stadium,3896,1899,-2148
Stadium,3680,1874,-1055
Stadium,2584,1392,605
Stadium,3724,1097,-179
Stadium,3232,2133,1795
Stadium,2972,2352,3121
Stadium,2998,1870,1661
Stadium,3433,2369,2394
Stadium,3957,2417,3517
Stadium,3580,2228,2616
Stadium,3872,1873,3117
Stadium,4416,2551,2558
Stadium,4002,229,3889
Stadium,5038,1505,2793
Stadium,2777,407,4014
Stadium,3512,916,3245
Stadium,4448,116,3086
Stadium,4335,1273,345
Stadium,3807,-404,3048
Stadium,4973,919,846
Stadium,3923,2163,3384
Stadium,4278,2405,2933
Stadium,4419,1336,1887
Stadium,4428,1263,3334
Stadium,3627,2176,2934
Stadium,3980,2877,1365
Stadium,3679,2631,3169
Stadium,4324,3933,4364
Stadium,4308,5194,3494
Stadium,4000,2404,3208
Stadium,4006,2162,783
Stadium,4075,1388,-586
Stadium,3599,1278,133
Stadium,3803,150,-175
Stadium,4739,-698,1179
Stadium,4663,-699,2415
Stadium,4545,-786,2127
Stadium,5237,-916,3697
Stadium,4876,105,-580
Stadium,4757,-650,1259
Stadium,4959,-240,2772
Stadium,4921,-729,2369
Stadium,3523,2133,3122
Stadium,4155,-122,2287
Stadium,3703,562,3198
Stadium,4369,151,535
Stadium,692,-2852,4873
Stadium,1733,-1919,2098
Stadium,3700,-585,1880
Stadium,4478,-51,988
Stadium,2759,1061,-1780
Stadium,3048,754,-2332
Stadium,2683,756,3433
Stadium,2987,40,-388
Stadium,3171,1229,533
Stadium,3326,751,-560
Stadium,2565,-196,2212
Stadium,2087,811,107
Stadium,2717,927,570
Stadium,2522,977,456
Stadium,3309,1149,3069
Stadium,2224,3115,1562
Stadium,3850,2583,2560
Stadium,2762,2702,2680
Stadium,3306,1927,2517
Stadium,3472,2827,2003
Stadium,2788,1662,2735
Stadium,4337,1864,333
Stadium,3622,1656,5
Stadium,2532,3643,2884
Stadium,4167,2044,2538
Stadium,3693,1066,3061
Stadium,4513,321,3055
Stadium,3683,360,3090
Stadium,3799,2258,-233
Stadium,5254,-1931,719
Stadium,2687,943,-2331
Stadium,3460,68,-808
Stadium,1334,850,-3764
Stadium,2850,-283,1009
Stadium,3571,647,2712
Stadium,3960,13,-1711
Stadium,3460,-681,-2255
Stadium,1932,-1044,-2477
Stadium,2806,-1186,-2054
Stadium,2177,-572,-1836
Stadium,2061,-1195,-2475
Stadium,2631,-439,587
Stadium,3981,148,111
Stadium,3858,1071,-2129
Stadium,4190,1772,-1583
Stadium,5016,1667,-1158
Stadium,4974,2116,-1566
Stadium,2542,2520,-757
Stadium,2943,1461,-1129
Stadium,2816,2975,219
Stadium,1174,1896,255
Stadium,619,1721,694
Stadium,1566,1354,1614
Stadium,3531,-388,1863
Stadium,1685,1272,2098
Stadium,2373,1257,708
Stadium,2111,1628,2907
Stadium,4648,2033,-2534
Stadium,1189,-2110,-1044
Stadium,4191,1757,2241
Stadium,1407,-1758,-795
Stadium,3369,-329,-477
Stadium,3133,254,-1495
Stadium,4285,-443,-1921
Stadium,4537,823,-2242
Stadium,819,-812,3458
Stadium,2125,623,2330
Stadium,1753,1925,1686
Stadium,2814,-826,275
Stadium,2864,108,44
Stadium,3224,-794,2978
Stadium,4024,-746,2660
Stadium,4311,-2647,1438
Stadium,4397,145,89
Stadium,4858,764,654
Stadium,4187,-731,1036
Stadium,4255,1105,-836
Stadium,3851,-619,1782
Stadium,5449,132,1376
Stadium,3782,-1299,2767
Stadium,4396,-1100,1589
Stadium,4825,77,420
Stadium,4043,-680,3033
Stadium,5124,-344,1443
Stadium,5414,904,-2121
Stadium,5464,-195,2033
Stadium,5262,-1044,1913
Stadium,4403,-65,4619
Stadium,4950,-1424,954
Stadium,5741,-1870,559
Stadium,5530,-2332,1025
Stadium,4498,-2029,1591
Stadium,3390,-1364,2643
Stadium,4397,-1146,-916
Stadium,4409,-363,-648
Stadium,2422,-1130,2515
Stadium,1885,-924,2077
Stadium,3977,498,734
Stadium,3274,-601,527
Stadium,3866,-511,-453
Stadium,3302,-476,-401
Stadium,2926,947,-1086
Stadium,3166,1236,-1030
Stadium,3974,-418,86
